,0
2538,Nahar Capital & Financial Services Ltd
2539,Welspun Specialty Solutions Ltd
2540,TARC Ltd
2541,Country Club Hospitality & Holidays Ltd
2542,City Union Bank Ltd
2543,Concord Drugs Ltd
2544,Welspun Living Ltd
2545,Jet Freight Logistics Ltd
2546,Ajooni Biotech Ltd
2547,Quadpro ITeS Ltd
2548,Centrum Capital Ltd
2549,Ishan International Ltd
2550,Patel Integrated Logistics Ltd
2551,Future Supply Chain Solutions Ltd
2552,Tamilnadu Steel Tubes Ltd
2553,Worth Investment & Trading Company Ltd
2554,Spandana Sphoorty Financial Ltd
2555,Suyog Gurbaxani Funicular Ropeways Ltd
2556,Tata Motors Ltd
2557,Krypton Industries Ltd
2558,Steelman Telecom Ltd
2559,Zydus Wellness Ltd
2560,Oriental Rail Infrastructure Ltd
2561,Sparc Electrex Ltd
2562,Biocon Ltd
2563,Incap Ltd
2564,Money Masters Leasing & Finance Ltd
2565,Federal Bank Ltd
2566,Adline Chem Lab Ltd
2567,Steel Authority of India Ltd
2568,NCC Blue Water Products Ltd
2569,Karnataka Bank Ltd
2570,Baba Arts Ltd
2571,Snowman Logistics Ltd
2572,Exxaro Tiles Ltd
2573,Elgi Rubber Company Ltd
2574,Cindrella Hotels Ltd
2575,Neelkanth Rockminerals Ltd
2576,Aerpace Industries Ltd
2577,Niraj Cement Structurals Ltd
2578,AB Cotspin India Ltd
2579,Country Condo's Ltd
2580,Anant Raj Ltd
2581,Genus Power Infrastructures Ltd
2582,Enbee Trade & Finance Ltd
2583,Lupin Ltd
2584,Danube Industries Ltd
2585,Mindspace Business Parks REIT
2586,Godrej Properties Ltd
2587,Goldkart Jewels Ltd
2588,GOCL Corporation Ltd
2589,Ruby Mills Ltd
2590,Amarnath Securities Ltd
2591,Jain Marmo Industries Ltd
2592,Sagardeep Alloys Ltd
2593,Vinayak Polycon International Ltd
2594,Relic Technologies Ltd
2595,Shahlon Silk Industries Ltd
2596,Karur Vysya Bank Ltd
2597,Vedant Asset Ltd
2598,Privi Speciality Chemicals Ltd
2599,Pashupati Cotspin Ltd
2600,Mawana Sugars Ltd
2601,SVS Ventures Ltd
2602,MRP Agro Ltd
2603,Shashwat Furnishing Solutions Ltd
2604,Spice Islands Apparels Ltd
2605,Pratiksha Chemicals Ltd
2606,HB Estate Developers Ltd
2607,Mahamaya Steel Industries Ltd
2608,Infibeam Avenues Ltd
2609,Rathi Bars Ltd
2610,Arex Industries Ltd
2611,Kemistar Corporation Ltd
2612,Trinity League India Ltd
2613,FSN E-Commerce Ventures Ltd
2614,Machhar Industries Ltd
2615,CDG Petchem Ltd
2616,Elegant Marbles and Grani Industries Ltd
2617,Nandan Denim Ltd
2618,Euro Leder Fashion Ltd
2619,Coastal Corporation Ltd
2620,Keystone Realtors Ltd
2621,Kay Power & Paper Ltd
2622,Medplus Health Services Ltd
2623,RBL Bank Ltd
2624,Ashish Polyplast Ltd
2625,Adarsh Plant Protect Ltd
2626,Repro India Ltd
2627,Neeraj Paper Marketing Ltd
2628,Rita Finance and Leasing Ltd
2629,Kapil Raj Finance Ltd
2630,Sayaji Industries Ltd
2631,Coral Laboratories Ltd
2632,Wires & Fabriks (S.A) Ltd
2633,Olympia Industries Ltd
2634,IFCI Ltd
2635,Superior Industrial Enterprises Ltd
2636,Mitcon Consultancy & Engineering Services Ltd
2637,Dilip Buildcon Ltd
2638,Karnavati Finance Ltd
2639,Canara Bank
2640,PC Jeweller Ltd
2641,Nahar Polyfilms Ltd
2642,Jalan Transolutions (India) Ltd
2643,Indian Railway Finance Corporation Ltd
2644,Morgan Ventures Ltd
2645,Uniroyal Marine Exports Ltd
2646,Hind Rectifiers Ltd
2647,Ashoka Metcast Ltd
2648,Moneyboxx Finance Ltd
2649,Simmonds Marshall Ltd
2650,First Custodian Fund(I) Ltd
2651,Punjab & Sind Bank
2652,Wallfort Financial Services Ltd
2653,Mafatlal Industries Ltd
2654,Shemaroo Entertainment Ltd
2655,Amin Tannery Ltd
2656,Kuwer Industries Ltd
2657,South Indian Bank Ltd
2658,Om Infra Ltd
2659,Thomas Cook (India) Ltd
2660,Transwind Infrastructures Ltd
2661,LWS Knitwear Ltd
2662,State Bank of India
2663,AKM Creations Ltd
2664,Helpage Finlease Ltd
2665,Escorp Asset Management Ltd
2666,DCM Nouvelle Ltd
2667,V-Mart Retail Ltd
2668,Bank of Baroda
2669,Jaiprakash Power Ventures Ltd
2670,Canopy Finance Ltd
2671,WSFX Global Pay Ltd
2672,Transcorp International Ltd
2673,Hariyana Ship Breakers Ltd
2674,Shree Karthik Papers Ltd
2675,Vintage Coffee & Beverages Ltd
2676,Sylph Technologies Ltd
2677,R M Drip & Sprinklers Systems Ltd
2678,Sonal Mercantile Ltd
2679,ETT Ltd
2680,Bodal Chemicals Ltd
2681,Ramasigns Industries Ltd
2682,Oriental Aromatics Ltd
2683,Gini Silk Mills Ltd
2684,Jayatma Enterprises Ltd
2685,RDB Realty & Infrastructure Ltd
2686,Euro India Fresh Foods Ltd
2687,Aditya Birla Fashion & Retail Ltd
2688,Norben Tea & Exports Ltd
2689,National Standard (India) Ltd
2690,Union Bank of India
2691,Mena Mani Industries Ltd
2692,Raw Edge Industrial Solutions Ltd
2693,Vaxfab Enterprises Ltd
2694,J A Finance Ltd
2695,BKV Industries Ltd
2696,Sadhana Nitro Chem Ltd
2697,Dangee Dums Ltd
2698,Leading Leasing Finance & Investment Company Ltd
2699,KCP Sugar & Industries Corporation Ltd
2700,Aditya Consumer Marketing Ltd
2701,Chothani Foods Ltd
2702,Compucom Software Ltd
2703,Orchid Pharma Ltd
2704,Tanvi Foods (India) Ltd
2705,Akash Infraprojects Ltd
2706,Yes Bank Ltd
2707,Samyak International Ltd
2708,Ansal Housing Ltd
2709,LKP Finance Ltd
2710,Lyka Labs Ltd
2711,Pioneer Investcorp Ltd
2712,VIP Clothing Ltd
2713,Jammu and Kashmir Bank Ltd
2714,Aryan Share & Stock Brokers Ltd
2715,Maitri Enterprises Ltd
2716,NDA Securities Ltd
2717,Modi Rubber Ltd
2718,Mini Diamonds (India) Ltd
2719,National Peroxide Ltd
2720,Sejal Glass Ltd
2721,New India Assurance Company Ltd
2722,Mega Corporation Ltd
2723,GCM Commodity & Derivatives Ltd
2724,Sadbhav Engineering Ltd
2725,East West Holdings Ltd
2726,Caprihans India Ltd
2727,Southern Latex Ltd
2728,PNB Gilts Ltd
2729,NMS Global Ltd
2730,Inani Marbles & Industries Ltd
2731,Garware Synthetics Ltd
2732,Command Polymers Ltd
2733,Sawaca Business Machines Ltd
2734,Kanpur Plastipack Ltd
2735,Onesource Ideas Venture Ltd
2736,Kiri Industries Ltd
2737,Cospower Engineering Ltd
2738,UCO Bank
2739,The Grob Tea Co Ltd
2740,Sindhu Trade Links Ltd
2741,Biofil Chemicals & Pharmaceuticals Ltd
2742,Sar Auto Products Ltd
2743,Force Motors Ltd
2744,Coastal Roadways Ltd
2745,Ganon Products Ltd
2746,Tilak Ventures Ltd
2747,Bluechip Tex Industries Ltd
2748,AVSL Industries Ltd
2749,Fine Line Circuits Ltd
2750,Hubtown Ltd
2751,Unifinz Capital India Ltd
2752,Ganga Forging Ltd
2753,Murudeshwar Ceramics Ltd
2754,Indsil Hydro Power & Manganese Ltd
2755,Ajcon Global Services Ltd
2756,Alpine Housing Development Corporation Ltd
2757,KD Leisures Ltd
2758,Munjal Showa Ltd
2759,The Byke Hospitality Ltd
2760,Sarthak Industries Ltd
2761,Addi Industries Ltd
2762,Asian Tea & Exports Ltd
2763,Rajshree Sugars & Chemicals Ltd
2764,DLF Ltd
2765,Saraswati Commercial (India) Ltd
2766,Purshottam Investofin Ltd
2767,Veritas (India) Ltd
2768,Ashirwad Steels & Industries Ltd
2769,Majestic Auto Ltd
2770,Hercules Hoists Ltd
2771,Pro Fin Capital Services Ltd
2772,Dhanlaxmi Bank Ltd
2773,Agro Tech Foods Ltd
2774,Indian Bank
2775,Ucal Ltd
2776,Swagtam Trading & Services Ltd
2777,KCL Infra Projects Ltd
2778,The Investment Trust of India Ltd
2779,Indian Overseas Bank
2780,Perfect-Octave Media Projects Ltd
2781,Galada Finance Ltd
2782,Neil Industries Ltd
2783,Responsive Industries Ltd
2784,Frontline Corporation Ltd
2785,GMR Airports Infrastructure Ltd
2786,Kanungo Financiers Ltd
2787,Market Creators Ltd
2788,Santosh Fine Fab Ltd
2789,Tuni Textile Mills Ltd
2790,Kuber Udyog Ltd
2791,Equippp Social Impact Technologies Ltd
2792,U. Y. Fincorp Ltd
2793,Bank of Maharashtra
2794,Multipurpose Trading & Agencies Ltd
2795,Atul Auto Ltd
2796,Bank of India
2797,Shree Ganesh Biotech India Ltd
2798,Palred Technologies Ltd
2799,Swelect Energy Systems Ltd
2800,Konndor Industries Ltd
2801,Indra Industries Ltd
2802,Gillanders Arbuthnot & Company Ltd
2803,Saboo Sodium Chloro Ltd
2804,Welspun Investments & Commercials Ltd
2805,Laxmi Goldorna House Ltd
2806,Gujarat Petrosynthese Ltd
2807,Inter Globe Finance Ltd
2808,Hybrid Financial Services Ltd
2809,Visagar Financial Services Ltd
2810,Panchmahal Steel Ltd
2811,Shivagrico Implements Ltd
2812,National Highways Infra Trust
2813,White Organic Agro Ltd
2814,Shri Niwas Leasing & Finance Ltd
2815,Central Bank of India
2816,Ester Industries Ltd
2817,Sicagen India Ltd
2818,Panth Infinity Ltd
2819,Sanginita Chemicals Ltd
2820,Jaipan Industries Ltd
2821,Super Fine Knitters Ltd
2822,Viji Finance Ltd
2823,Mahaan Foods Ltd
2824,IDBI Bank Ltd
2825,Indong Tea Company  Ltd
2826,Suncity Synthetics Ltd
2827,Amco India Ltd
2828,Sulabh Engineers & Services Ltd
2829,Supreme Holdings & Hospitality Ltd
2830,N D Metal Industries Ltd
2831,Media Matrix Worldwide Ltd
2832,Embassy Office Parks REIT
2833,Alembic Ltd
2834,Greencrest Financial Services Ltd
2835,Elpro International Ltd
2836,Globalspace Technologies Ltd
2837,Singer India Ltd
2838,Archidply Decor Ltd
2839,Graviss Hospitality Ltd
2840,Punjab National Bank
2841,Brookfield India Real Estate Trust
2842,Chartered Logistics Ltd
2843,Triveni Enterprises Ltd
2844,Adinath Exim Resources Ltd
2845,Sita Enterprises Ltd
2846,Subhash Silk Mills Ltd
2847,Forbes & Company Ltd
2848,Ajanta Soya Ltd
2849,V B Desai Financial Services Ltd
2850,Valson Industries Ltd
2851,Rainbow Foundations Ltd
2852,Polylink Polymers (India) Ltd
2853,Bhageria Industries Ltd
2854,Ashoka Refineries Ltd
2855,Loyal Textile Mills Ltd
2856,Salem Erode Investments Ltd
2857,Jain Irrigation Systems Ltd
2858,Ruchi Infrastructure Ltd
2859,Veer Global Infraconstruction Ltd
2860,Tarmat Ltd
2861,Vivaa Tradecom Ltd
2862,Igarashi Motors India Ltd
2863,Jetmall Spices and Masala Ltd
2864,Aarnav Fashions Ltd
2865,Vivo Collaboration Solutions Ltd
2866,Euro Asia Exports Ltd
2867,Smiths & Founders (India) Ltd
2868,Parmax Pharma Ltd
2869,Ashiana Housing Ltd
2870,Vama Industries Ltd
2871,Indiabulls Enterprises Ltd
2872,Rodium Realty Ltd
2873,Polyspin Exports Ltd
2874,Organic Coatings Ltd
2875,Roni Households Ltd
2876,Hindustan Composites Ltd
2877,Ceenik Exports (India) Ltd
2878,Anmol India Ltd
2879,K Z Leasing & Finance Ltd
2880,VTM Ltd
2881,Vertex Securities Ltd
2882,Nanavati Ventures Ltd
2883,Nagreeka Exports Ltd
2884,Vipul Ltd
2885,Parvati Sweetners and Power Ltd
2886,Asian Hotels (East) Ltd
2887,Mathew Easow Research Securities Ltd
2888,Sumedha Fiscal Services Ltd
2889,India Power Corporation Ltd
2890,Andrew Yule & Company Ltd
2891,Himatsingka Seide Ltd
2892,V2 Retail Ltd
2893,Victoria Mills Ltd
2894,Birla Corporation Ltd
2895,Kanani Industries Ltd
2896,Bang Overseas Ltd
2897,Medi Caps Ltd
2898,Delta Industrial Resources Ltd
2899,Eiko Lifesciences Ltd
2900,Martin Burn Ltd
2901,Remi Edelstahl Tubulars Ltd
2902,Alkosign Ltd
2903,Dynemic Products Ltd
2904,SMS Pharmaceuticals Ltd
2905,Everest Organics Ltd
2906,Metroglobal Ltd
2907,B.C. Power Controls Ltd
2908,Nyssa Corporation Ltd
2909,Sintercom India Ltd
2910,Scan Projects Ltd
2911,Natraj Proteins Ltd
2912,Mukesh Babu Financial Services Ltd
2913,Decorous Investment And Trading Co Ltd
2914,Parshva Enterprises Ltd
2915,Arihant's Securities Ltd
2916,Bronze Infra-Tech Ltd
2917,DIC India Ltd
2918,MRC Agrotech Ltd
2919,Rander Corporation Ltd
2920,Maharashtra Corporation Ltd
2921,Jayatma Industries Ltd
2922,Seasons Textiles Ltd
2923,Sadhna Broadcast Ltd
2924,Inducto Steel Ltd
2925,Som Datt Finance Corporation Ltd
2926,Transchem Ltd
2927,Ansal Buildwell Ltd
2928,BMB Music & Magnetics Ltd
2929,TGB Banquets & Hotels Ltd
2930,Daulat Securities Ltd
2931,Pulsar International Ltd
2932,Raja Bahadur International Ltd
2933,KMF Builders & Developers Ltd
2934,Allcargo Gati Ltd
2935,Starlineps Enterprises Ltd
2936,Himachal Fibres Ltd
2937,Ramco Industries Ltd
2938,Reliance Power Ltd
2939,Tinna Trade Ltd
2940,Dhanlaxmi Fabrics Ltd
2941,Riddhi Siddhi Gluco Biols Ltd
2942,Lead Financial Services Ltd
2943,Mehta Integrated Finance Ltd
2944,Radaan Mediaworks (I) Ltd
2945,Cerebra Integrated Technologies Ltd
2946,Gujarat Lease Financing Ltd
2947,SEAMEC Ltd
2948,AVI Polymers Ltd
2949,Janus Corporation Ltd
2950,Abhishek Finlease Ltd
2951,Bharat Heavy Electricals Ltd
2952,Sri KPR Industries Ltd
2953,Thacker & Company Ltd
2954,Kiran Vyapar Ltd
2955,Jai Corp Ltd
2956,Kohinoor Foods Ltd
2957,Continental Seeds and Chemicals Ltd
2958,Omkar Pharmachem Ltd
2959,JLA Infraville Shoppers Ltd
2960,National Oxygen Ltd
2961,PVR Inox Ltd
2962,Ganga Pharmaceuticals Ltd
2963,Dynamic Industries Ltd
2964,Ludlow Jute & Specialities Ltd
2965,Asian Warehousing Ltd
2966,Megri Soft Ltd
2967,Shradha AI Technologies Ltd
2968,Shivam Autotech Ltd
2969,S P Capital Financing Ltd
2970,Palm Jewels Ltd
2971,United Credit Ltd
2972,Shri Bajrang Alliance Ltd
2973,Integra Telecommunication & Software Ltd
2974,Norris Medicines Ltd
2975,Modi Naturals Ltd
2976,Quest Capital Markets Ltd
2977,Amforge Industries Ltd
2978,Inter State Oil Carrier Ltd
2979,Salasar Exteriors & Contour Ltd
2980,Tranway Technologies Ltd
2981,Nirav Commercials Ltd
2982,Gautam Gems Ltd
2983,B-Right RealEstate Ltd
2984,Hardcastle & Waud Mfg Co Ltd
2985,Indus Finance Ltd
2986,Jubilant Pharmova Ltd
2987,Purple Entertainment Ltd
2988,Anna Infrastructures Ltd
2989,RattanIndia Enterprises Ltd
2990,Ashapuri Gold Ornament Ltd
2991,T T Ltd
2992,Royal India Corporation Ltd
2993,Uniinfo Telecom Services Ltd
2994,Indo Rama Synthetics (India) Ltd
2995,Cybele Industries Ltd
2996,Ras Resorts & Apart Hotels Ltd
2997,3P Land Holdings Ltd
2998,Neo Infracon Ltd
2999,Career Point Ltd
3000,Classic Leasing & Finance Ltd
3001,Raj Television Network Ltd
3002,Atishay Ltd
3003,Kothari Fermentation & Biochem Ltd
3004,Indo Euro Indchem Ltd
3005,Inditrade Capital Ltd
3006,Samor Reality Ltd
3007,Mahesh Developers Ltd
3008,GSB Finance Ltd
3009,Navkar Corporation Ltd
3010,Mercury EV-Tech Ltd
3011,Uniroyal Industries Ltd
3012,Digicontent Ltd
3013,Den Networks Ltd
3014,Krishna Capital & Securities Ltd
3015,Poona Dal and Oil Industries Ltd
3016,Times Green Energy India Ltd
3017,HLV Ltd
3018,VMS Industries Ltd
3019,Dalal Street Investments Ltd
3020,Pratik Panels Ltd
3021,Goldstone Technologies Ltd
3022,Amanaya Ventures Ltd
3023,Rajputana Investment & Finance Ltd
3024,Mindpool Technologies Ltd
3025,Jindal Capital Ltd
3026,Camex Ltd
3027,Lords Ishwar Hotels Ltd
3028,Tokyo Plast International Ltd
3029,Khandwala Securities Ltd
3030,Flora Corporation Ltd
3031,Refex Renewables & Infrastructure Ltd
3032,Jaykay Enterprises Ltd
3033,Info Edge (India) Ltd
3034,Pioneer Embroideries Ltd
3035,GVP Infotech Ltd
3036,P.M. Telelinnks Ltd
3037,Yuranus Infrastructure Ltd
3038,TV18 Broadcast Ltd
3039,Tainwala Chemicals & Plastics (India) Ltd
3040,Gala Global Products Ltd
3041,Jaiprakash Associates Ltd
3042,Rajapalayam Mills Ltd
3043,Hiliks Technologies Ltd
3044,Sharpline Broadcast Ltd
3045,Indowind Energy Ltd
3046,Pace E-Commerce Ventures Ltd
3047,Radhe Developers (India) Ltd
3048,Athena Constructions Ltd
3049,Bilcare Ltd
3050,Upsurge Investment & Finance Ltd
3051,Vakrangee Ltd
3052,Polo Queen Industrial and Fintech Ltd
3053,Polymac Thermoformers Ltd
3054,Geecee Ventures Ltd
3055,Pacific Industries Ltd
3056,Navoday Enterprises Ltd
3057,Achyut Healthcare Ltd
3058,R J Shah & Company Ltd
3059,3i Infotech Ltd
3060,Kanishk Steel Industries Ltd
3061,Asian Hotels (North) Ltd
3062,Sunteck Realty Ltd
3063,Mercantile Ventures Ltd
3064,Precision Electronics Ltd
3065,Libord Securities Ltd
3066,Kumbhat Financial Services Ltd
3067,Dredging Corporation of India Ltd
3068,SPML Infra Ltd
3069,Times Guaranty Ltd
3070,Parshwanath Corporation Ltd
3071,PCS Technology Ltd
3072,S.M. Gold Ltd
3073,Reliance Industrial Infrastructure Ltd
3074,Chordia Food Products Ltd
3075,Shiva Granito Export Ltd
3076,A R C Finance Ltd
3077,Porwal Auto Components Ltd
3078,B A G Films & Media Ltd
3079,Morarka Finance Ltd
3080,Robust Hotels Ltd
3081,Oswal Green Tech Ltd
3082,Gujarat Apollo Industries Ltd
3083,Cartrade Tech Ltd
3084,Bannari Amman Spinning Mills Ltd
3085,Zee Learn Ltd
3086,Ganges Securities Ltd
3087,Glittek Granites Ltd
3088,JMJ Fintech Ltd
3089,Tavernier Resources Ltd
3090,Scanpoint Geomatics Ltd
3091,Neelkanth Ltd
3092,ICDS Ltd
3093,Shangar Decor Ltd
3094,Mittal Life Style Ltd
3095,Caspian Corporate Services Ltd
3096,Hinduja Global Solutions Ltd
3097,R R Financial Consultants Ltd
3098,Gogia Capital Services Ltd
3099,ERP Soft Systems Ltd
3100,Kerala Ayurveda Ltd
3101,Orient Press Ltd
3102,Panabyte Technologies Ltd
3103,Pilani Investment & Industries Corporation Ltd
3104,Sanco Trans Ltd
3105,Nettlinx Ltd
3106,Phoenix International Ltd
3107,Mayur Floorings Ltd
3108,Zenith Exports Ltd
3109,GKB Ophthalmics Ltd
3110,Easun Capital Markets Ltd
3111,Bonlon Industries Ltd
3112,Dynamic Portfolio Management & Services Ltd
3113,Nihar Info Global Ltd
3114,Piramal Enterprises Ltd
3115,COSYN Ltd
3116,Network 18 Media & Investments Ltd
3117,Mehta Securities Ltd
3118,Swan Energy Ltd
3119,United Textiles Ltd
3120,Shreevatsaa Finance & Leasing Ltd
3121,J J Finance Corporation Ltd
3122,Yaan Enterprises Ltd
3123,Hathway Cable & Datacom Ltd
3124,Odyssey Corporation Ltd
3125,Gujarat Hy-Spin Ltd
3126,Longview Tea Company Ltd
3127,VLS Finance Ltd
3128,Khoday India Ltd
3129,S & S Power Switchgear Ltd
3130,The Indian Wood Products Company Ltd
3131,Beryl Securities Ltd
3132,STEL Holdings Ltd
3133,Modern Shares & Stockbrokers Ltd
3134,Mahindra Lifespace Developers Ltd
3135,RKD Agri & Retail Ltd
3136,Anik Industries Ltd
3137,Ausom Enterprise Ltd
3138,Facor Alloys Ltd
3139,Sambhaav Media Ltd
3140,Assam Entrade Ltd
3141,Getalong Enterprise Ltd
3142,Laffans Petrochemicals Ltd
3143,VCU Data Management Ltd
3144,JSW Holdings Ltd
3145,Natural Biocon (India) Ltd
3146,Surat Trade & Merchantile Ltd
3147,Vaxtex Cotfab Ltd
3148,Genpharmasec Ltd
3149,Aspira Pathlab & Diagnostics Ltd
3150,Veer Energy & Infrastructure Ltd
3151,63 Moons Technologies Ltd
3152,AA Plus Tradelink Ltd
3153,Sunraj Diamond Exports Ltd
3154,Piramal Pharma Ltd
3155,Glance Finance Ltd
3156,Oswal Agro Mills Ltd
3157,Minal Industries Ltd
3158,Oricon Enterprises Ltd
3159,Ganesh Holdings Ltd
3160,OnMobile Global Ltd
3161,SIL Investments Ltd
3162,Sunshine Capital Ltd
3163,Nuvoco Vistas Corporation Ltd
3164,Mid East Portfolio Management Ltd
3165,Apoorva Leasing Finance & Investment Co Ltd
3166,Eureka Forbes Ltd
3167,Oasis Securities Ltd
3168,Pearl Green Clubs and Resorts Ltd
3169,Max Estates Ltd
3170,Crane Infrastructure Ltd
3171,S V Global Mill Ltd
3172,OTCO International Ltd
3173,HCKK Ventures Ltd
3174,Kothari Products Ltd
3175,Southern Infosys Ltd
3176,Capricorn Systems Global Solutions Ltd
3177,Alfred Herbert (India) Ltd
3178,East Buildtech Ltd
3179,HB Portfolio Ltd
3180,Zenith Health Care Ltd
3181,Pansari Developers Ltd
3182,Ortin Laboratories Ltd
3183,Solara Active Pharma Sciences Ltd
3184,STL Global Ltd
3185,J Taparia Projects Ltd
3186,AFLOAT Enterprises Ltd
3187,MRO-TEK Realty Ltd
3188,RTCL Ltd
3189,7NR Retail Ltd
3190,Aro Granite Industries Ltd
3191,Max Heights Infrastructure Ltd
3192,Dynamic Archistructures Ltd
3193,TCNS Clothing Co. Ltd
3194,Just Dial Ltd
3195,Ravinder Heights Ltd
3196,Nath Industries Ltd
3197,Panafic Industrials Ltd
3198,Ashnisha Industries Ltd
3199,Omax Autos Ltd
3200,CHD Chemicals Ltd
3201,Sanblue Corporation Ltd
3202,SSPN Finance Ltd
3203,Dhampure Speciality Sugars Ltd
3204,California Software Company Ltd
3205,Sai Capital Ltd
3206,Kretto Syscon Ltd
3207,PPAP Automotive Ltd
3208,Nalwa Sons Investments Ltd
3209,Simplex Realty Ltd
3210,Smartlink Holdings Ltd
3211,Vivid Global Industries Ltd
3212,Shrenik Ltd
3213,Pankaj Polymers Ltd
3214,Hampton Sky Realty Ltd
3215,Urja Global Ltd
3216,India Cements Capital Ltd
3217,Brandbucket Media & Technology Ltd
3218,Integrated Proteins Ltd
3219,Rajdarshan Industries Ltd
3220,Goodricke Group Ltd
3221,ATV Projects India Ltd
3222,Dhruva Capital Services Ltd
3223,Usha Martin Education & Solutions Ltd
3224,BFL Asset Finvest Ltd
3225,Mohit Industries Ltd
3226,Jattashankar Industries Ltd
3227,Narmada Macplast Drip Irrigation Systems Ltd
3228,Kallam Textiles Ltd
3229,Vision Cinemas Ltd
3230,Sundaram Finance Holdings Ltd
3231,Asia Pack Ltd
3232,Khoobsurat Ltd
3233,Tata Investment Corporation Ltd
3234,Hindustan Organic Chemicals Ltd
3235,Paras Petrofils Ltd
3236,MIC Electronics Ltd
3237,KBC Global Ltd
3238,Archies Ltd
3239,MSP Steel & Power Ltd
3240,BAMPSL Securities Ltd
3241,Parle Industries Ltd
3242,Tokyo Finance Ltd
3243,Kalyani Investment Company Ltd
3244,Alfavision Overseas (India) Ltd
3245,On Door Concepts Ltd
3246,Avasara Finance Ltd
3247,Music Broadcast Ltd
3248,Mcleod Russel India Ltd
3249,Pioneer Agro Extracts Ltd
3250,Voltaire Leasing & Finance Ltd
3251,Saptak Chem & Business Ltd
3252,Shukra Bullions Ltd
3253,Ontic Finserve Ltd
3254,Cineline India Ltd
3255,Haryana Capfin Ltd
3256,Disha Resources Ltd
3257,Kesar Petroproducts Ltd
3258,Setco Automotive Ltd
3259,Perfect Infraengineers Ltd
3260,Navkar Urbanstructure Ltd
3261,Jayshree Chemicals Ltd
3262,Ace Software Exports Ltd
3263,Seven Hill Industries Ltd
3264,Jackson Investments Ltd
3265,Kanoria Chemicals & Industries Ltd
3266,Rajnish Wellness Ltd
3267,Garware Marine Industries Ltd
3268,Uniphos Enterprises Ltd
3269,Bhilwara Spinners Ltd
3270,Vandana Knitwear Ltd
3271,My Money Securities Ltd
3272,Panjon Ltd
3273,Indian Card Clothing Company Ltd
3274,W S Industries (India) Ltd
3275,Rasandik Engineering Industries India Ltd
3276,Nivaka Fashions Ltd
3277,Mac Charles (India) Ltd
3278,Prataap Snacks Ltd
3279,SignatureGlobal India Ltd
3280,Gemstone Investments Ltd
3281,Zodiac-JRD-MKJ Ltd
3282,Vaghani Techno-Build Ltd
3283,Eastcoast Steel Ltd
3284,Scarnose International Ltd
3285,Lime Chemicals Ltd
3286,Makers Laboratories Ltd
3287,Creative Eye Ltd
3288,Ace Men Engg Works Ltd
3289,Trescon Ltd
3290,Orchasp Ltd
3291,Bombay Dyeing & Manufacturing Company Ltd
3292,Superior Finlease Ltd
3293,Gayatri Highways Ltd
3294,Dishman Carbogen Amcis Ltd
3295,Fervent Synergies Ltd
3296,Nikki Global Finance Ltd
3297,Enterprise International Ltd
3298,Chandrima Mercantiles Ltd
3299,Genus Paper & Boards Ltd
3300,Triton Valves Ltd
3301,CLIO Infotech Ltd
3302,CitiPort Financial Services Ltd
3303,Ramsons Projects Ltd
3304,NCL Research and Financial Services Ltd
3305,Summit Securities Ltd
3306,TCFC Finance Ltd
3307,Softrak Venture Investment Ltd
3308,FCS Software Solutions Ltd
3309,Maral Overseas Ltd
3310,Vani Commercials Ltd
3311,Golden Crest Education & Services Ltd
3312,S & T Corporation Ltd
3313,Apt Packaging Ltd
3314,Arunjyoti Bio Ventures Ltd
3315,Bharat Bhushan Finance & Commodity Brokers Ltd
3316,Vibrant Global Capital Ltd
3317,Maharashtra Scooters Ltd
3318,Lesha Industries Ltd
3319,Bajaj Hindusthan Sugar Ltd
3320,Atharv Enterprises Ltd
3321,Deccan Health Care Ltd
3322,Libord Finance Ltd
3323,Titan Securities Ltd
3324,AksharChem (India) Ltd
3325,Prism Johnson Ltd
3326,Marsons Ltd
3327,ACI Infocom Ltd
3328,Classic Global Finance & Capital Ltd
3329,Novateor Research Laboratories Ltd
3330,Confidence Finance & Trading Ltd
3331,Jet Infraventure Ltd
3332,Art Nirman Ltd
3333,Shreeshay Engineers Ltd
3334,Kaizen Agro Infrabuild Ltd
3335,Shilpa Medicare Ltd
3336,Indergiri Finance Ltd
3337,Tirupati Tyres Ltd
3338,Pagaria Energy Ltd
3339,KBS India Ltd
3340,National General Industries Ltd
3341,Inox Green Energy Services Ltd
3342,Chemo Pharma Laboratories Ltd
3343,Dhanlaxmi Cotex Ltd
3344,Soni Medicare Ltd
3345,Deep Energy Resources Ltd
3346,SG Mart Ltd
3347,Telesys Info-Infra (I) Ltd
3348,Indo National Ltd
3349,Veerkrupa Jewellers Ltd
3350,Texmaco Infrastructure & Holdings Ltd
3351,Unitech Ltd
3352,Sonalis Consumer Products Ltd
3353,Bengal Tea & Fabrics Ltd
3354,S I Capital & Financial Services Ltd
3355,Flex Foods Ltd
3356,Fiberweb (India) Ltd
3357,Symbiox Investment & Trading Co Ltd
3358,Likhami Consulting Ltd
3359,Comfort Commotrade Ltd
3360,Northlink Fiscal & Capital Services Ltd
3361,Shardul Securities Ltd
3362,Shivansh Finserve Ltd
3363,Garnet Construction Ltd
3364,Sujala Trading & Holdings Ltd
3365,SMIFS Capital Markets Ltd
3366,ECS Biztech Ltd
3367,Minolta Finance Ltd
3368,VL E-Governance & IT Solutions Ltd
